Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
Vikram Thermo (India) Ltd.,04-21524,1994,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Basic pharmaceuticals nec,21001,Decile 6,INE337E01010
Viksit Engineering Ltd.,11-29321,1983,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 5,INE965V01012
Vimal Oil & Foods Ltd.,04-17626,1992,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Soyabean oil,10402,Decile 1,INE067D01015
Vimta Labs Ltd.,62-11977,1990,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 4,INE579C01029
Vinati Organics Ltd.,11-52224,1989,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Isobutyl benzene,20119,Decile 2,INE410B01029
Vinayak Polycon Intl. Ltd.,17-30620,2009,1.01012E+14,1,Manufacture of plastics products,Plastic products,222,Decile 7,INE581M01016
Vindhya Telelinks Ltd.,Oct-34,1983,1.0106E+14,1,"Construction/erection and maintenance of power, telecommunication and transmission lines",Construction of transmission lines,42202,Decile 2,INE707A01012
Vinsari Fruitech Ltd.,01-18503,1994,1.01011E+14,1,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder",Fruit pulps,10304,Decile 5,
Vintron Informatics Ltd.,55-45276,1991,1.01013E+14,1,Manufacture of other electronic consumer goods n.e.c. (this includes non- television video camera),CCTV cameras,26409,Decile 7,INE043B01028
Vinyl Chemicals India Ltd.,11-39837,1986,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 3,INE250B01029
Vinyoflex Ltd.,04-19830,1993,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)","Other sheets, films & foils of plastics",22201,Decile 6,INE526H01011
Vippy Spinpro Ltd.,Oct-43,1992,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 5,INE660D01017
Vipul Ltd.,55-167607,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE946H01037
Vipul Organics Ltd.,11-15857,1972,1.0104E+14,1,"Wholesale of paints, varnishes, and lacquers","Wholesale trade in paints & dyes, etc.",46634,Decile 6,INE834D01018
Virat Crane Inds. Ltd.,01-14392,1992,1.01011E+14,1,"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.",Ghee,10504,Decile 5,INE295C01014
Virat Industries Ltd.,04-14514,1990,1.01012E+14,1,Manufacture of knitted and crocheted apparel,Apparels - knitted / crocheted,1430,Decile 6,INE467D01017
Virgo Global Ltd.,62-31187,1999,1.01041E+14,1,Other telecommunications activities,Internet services,61900,Decile 9,INE400B01020
Virgo Polymers (India) Ltd.,18-11622,1985,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags of polyethylene,22203,Decile 5,INE464H01015
Virinchi Ltd.,62-11104,1990,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 4,INE539B01017
Virtual Global Education Ltd.,55-52256,1993,1.01042E+14,1,Higher education in engineering / other technical courses leading to a university degree or equivalent,Other education,85302,Decile 6,INE247C01023
Virtual Industries Ltd.,18-43602,1995,1.01013E+14,1,Quarrying of granite,Granite,8102,Decile 8,INE401301010
Virtualsoft Systems Ltd.,55-47931,1992,1.01042E+14,1,Organization of conventions and trade shows,Event management services,82300,Decile 8,INE237C01016
Visa Steel Ltd.,15-4601,1996,1.01014E+14,1,Manufacture of ferro-alloys,Ferro chromium,24104,Decile 1,INE286H01012
Visagar Polytex Ltd.,11-30215,1983,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 5,INE370E01029
Visaka Industries Ltd.,62-3072,1981,1.01013E+14,1,Manufacture of other cement and asbestos cement products n.e.c.,Asbestos-cement products,23959,Decile 2,INE392A01013
Vishal Bearings Ltd.,04-16005,1991,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Ball or roller bearings,28140,Decile 6,INE060T01024
Vishal Exports Overseas Ltd.,04-24874,1995,1.0104E+14,1,Wholesale of paper in bulk,"Wholesale trade in paper, newsprint and paperboard",46696,Decile 2,INE167C01023
Vishal Fabrics Ltd.,Apr-06,1985,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE755Q01025
Vishnu Chemicals Ltd.,62-46359,1993,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,"Chromates of sodium, potassium, zinc & lead",20119,Decile 2,INE270I01014
Vishva Vishal Engg. Ltd.,11-35656,1985,1.01016E+14,1,Diversified,Diversified,34,Decile 4,
Vishvas Projects Ltd.,55-16382,1983,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 9,INE188C01011
Vishvprabha Trading Ltd.,11-34965,1984,1.01042E+14,1,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",Commission agents services,46103,Decile 10,INE762D01011
Vision Cinemas Ltd.,08-13262,1992,1.01042E+14,1,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade,Trade & commissioning agents' services,46109,Decile 7,INE515B01025
Vision Corporation Ltd.,11-86135,1995,1.01042E+14,1,Distribution of television programme,Marketing of telefilms/serials/TV programmes,59133,Decile 7,INE661D01015
Vista Pharmaceuticals Ltd.,62-12264,1991,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 6,INE427C01021
Vistar Amar Ltd.,11-272707,1983,1.0104E+14,1,"Wholesale of meat, fish & eggs",Wholesale trade in meat preparations,46303,Decile 9,INE878P01019
Vital Communications Ltd.,55-65076,1995,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 7,INE377B01012
Vitan Agro Inds. Ltd.,11-305626,1987,1.0104E+14,1,Retail sale in non-specialized stores,Retail trade,471,Decile 7,INE186Q01023
Vitesse Agro Ltd.,04-93159,1980,1.0104E+14,1,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc.",Wholesale trade in sugar and allied products,46305,Decile 9,INE550U01014
Vivanta Industries Ltd.,04-75393,2013,1.01042E+14,1,Management consultancy activities,Other consultancy,70200,Decile 8,INE299W01014
Vivanza Biosciences Ltd.,Apr-57,1982,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 9,INE984E01027
Vivid Global Inds. Ltd.,11-43911,1987,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,1-amino-2-naphtol-4-sulphonic acid,20119,Decile 6,INE737C01023
Vivimed Labs Ltd.,Aug-65,1988,1.01012E+14,1,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses",Chemicals for photographic uses,20294,Decile 2,INE526G01021
Vivo Bio Tech Ltd.,62-7163,1987,1.01012E+14,1,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,"Pharmaceutical products, nec",21009,Decile 6,INE380K01017
Vodafone Idea Ltd.,04-30976,1996,1.01041E+14,1,Activities of other wireless telecommunications activities,Cellular mobile phone service,61209,Decile 1,INE669E01016
Voith Paper Fabrics India Ltd.,May-95,1968,1.01012E+14,1,"Weaving, Manufacture of wool and wool mixture fabrics.",Felt fabric,13123,Decile 4,INE285C01015
Volplast Ltd.,04-14813,1990,1.01015E+14,1,Other manufacturing,Miscellaneous manufactured articles,32,Decile 7,INE489C01013
Voltamp Transformers Ltd.,04-1437,1967,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Transformers,27102,Decile 2,INE540H01012
Voltas Ltd.,Nov-71,1954,1.01013E+14,1,"Manufacture of air-conditioning machines, including motor vehicles air- conditioners",Window/split airconditioners,28192,Decile 1,INE226A01021
Vyapar Industries Ltd.,11-29875,1983,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 6,INE070G01012
Vysali Pharmaceuticals Ltd.,Sep-12,1979,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 7,INE153G01016
W H Brady & Co. Ltd.,11-367,1913,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",Retail trade in miscellaneous manufactured articles,47739,Decile 5,INE855A01019
W P I L Ltd.,21-20274,1952,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 3,INE765D01014
W S Industries (India) Ltd.,18-4568,1961,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 4,INE100D01014
Waa Solar Ltd.,04-76764,2009,1.0103E+14,1,Electric power generation using solar energy,Solar energy-based electricity,35105,Decile 5,INE799N01012
Wabco India Ltd.,18-54667,2004,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Air brakes,29301,Decile 1,INE342J01019
Walchand Peoplefirst Ltd.,11-791,1920,1.01042E+14,1,Higher education in engineering / other technical courses leading to a university degree or equivalent,Professional courses,85302,Decile 6,INE695D01021
Walchandnagar Industries Ltd.,11-291,1908,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 2,INE711A01022
Wanbury Ltd.,11-48455,1988,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE107F01022
Warren Tea Ltd.,02-1706,1977,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 4,INE712A01012
Waterbase Ltd.,01-18436,1987,1.01011E+14,1,Manufacture of other animal feeds n.e.c.,Animal and bird feeds,10809,Decile 3,INE054C01015
Web Element Solutions Ltd.,11-182320,2008,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 9,INE562Q01017
Webel Communication Inds. Ltd.,21-39300,1985,1.01013E+14,1,"Manufacture of telephone and facsimile equipment, including telephone answering machines, PBX",Electronic telephones,26302,Decile 9,INE309901010
Websol Energy System Ltd.,21-48350,1990,1.01014E+14,1,Manufacture of other electrical equipment,Solar modules,27900,Decile 3,INE855C01015
Weizmann Ltd.,11-38164,1985,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 5,INE080A01014
Welcast Steels Ltd.,04-85827,1972,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Steel castings,24319,Decile 4,INE380G01015
Welcure Drugs & Pharmaceuticals Ltd.,55-49062,1992,1.01042E+14,1,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",Commission agents services,46103,Decile 10,INE331C01017
Wellesley Corporation Ltd.,25-604,1991,1.0106E+14,1,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis",Maintenance of buildings,41002,Decile 9,INE176O01011
Wellness Noni Ltd.,18-23697,1992,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 9,INE571H01017
Welspun Corp Ltd.,04-25609,1995,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Tubes & pipes,24311,Decile 1,INE191B01025
Welspun Enterprises Ltd.,04-23920,1994,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE625G01013
Welspun India Ltd.,04-33271,1985,1.01012E+14,1,Weaving of textiles,Terry towelling & similar woven terry fabrics,1312,Decile 1,INE192B01031
Welspun Investments & Commercials Ltd.,04-55195,2008,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 7,INE389K01018
Welterman International Ltd.,04-17613,1992,1.0104E+14,1,"Wholesale of hides, skins and leather","Wholesale trade in hides, skins & leather",46206,Decile 8,INE662D01013
Wendt (India) Ltd.,Aug-13,1980,1.01014E+14,1,Manufacture of metal-forming machinery and machine tools n.e.c,Diamond tools,28229,Decile 4,INE274C01019
Wep Solutions Ltd.,08-25617,1995,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 5,INE434B01029
West Coast Paper Mills Ltd.,Aug-36,1955,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 1,INE976A01021
West Leisure Resorts Ltd.,11-177941,2008,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 7,INE266P01017
Western India Plywoods Ltd.,09-1708,1945,1.01013E+14,1,Manufacture of particle board and fibreboard including densified wood,Particle boards,16212,Decile 5,INE215F01023
Western Industries Ltd.,62-20532,1995,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 4,INE728C01014
Wheels India Ltd.,18-4175,1960,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Wheels for automobiles,29301,Decile 1,INE715A01015
Whirlpool Of India Ltd.,60-20063,1960,1.01013E+14,1,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers, grinders etc.",Domestic refrigerators,27501,Decile 1,INE716A01013
White Organic Agro Ltd.,11-55860,1990,1.0104E+14,1,Wholesale of cereals & pulses,Wholesale trade in foodgrains,46201,Decile 7,INE146C01019
Willard India Ltd.,20-3706,1973,1.01012E+14,1,"Finishing of jute, mesta and other vegetable textiles fabrics",Jute textiles,13135,Decile 7,INE481D01018
Wim Plast Ltd.,56-1544,1988,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Plastic injection moulding items,22209,Decile 3,INE015B01018
Windsor Machines Ltd.,11-12642,1963,1.01014E+14,1,Manufacture of machinery for working soft rubber or plastics or for the Manufacture of products of these materials,Rubber & plastic products machinery,28292,Decile 3,INE052A01021
Winsome Breweries Ltd.,17-14556,1992,1.01011E+14,1,Manufacture of beer,Beer,11031,Decile 5,INE391C01011
Winsome Textile Inds. Ltd.,Jun-47,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE837B01031
Winsome Yarns Ltd.,53-10566,1990,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE784B01035
Wintac Ltd.,08-11166,1990,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 6,INE812C01016
Wipro Ltd.,08-20800,1945,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE075A01022
Wires & Fabriks (S.A.) Ltd.,21-23379,1957,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,Textile products for technical uses,13999,Decile 4,INE469D01013
Wisec Global Ltd.,55-46609,1991,1.01041E+14,1,Other information service activities n.e.c.,Information technology enabled service/BPO,63999,Decile 8,INE638C01015
Wockhardt Ltd.,11-120720,1979,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE049B01025
Women'S Next Loungeries Ltd.,11-211237,2010,1.01012E+14,1,"Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape (pullovers, cardigans, jerseys, waistcoats and similar articles)","Women's suits, dresses, etc. knitted or crocheted",14301,Decile 6,INE174Q01011
